Date,Country,Exchange,Holiday
"Jan 01, 2024",United Arab Emirates,Dubai Stock Exchange,New Year's Day
"Jan 01, 2024",United Arab Emirates,Abu Dhabi,New Year's Day
"Apr 08, 2024",United Arab Emirates,Dubai Stock Exchange,Ramadan Holiday
"Apr 08, 2024",United Arab Emirates,Abu Dhabi,Ramadan Holiday
"Apr 09, 2024",United Arab Emirates,Dubai Stock Exchange,Eid al-Fitr
"Apr 09, 2024",United Arab Emirates,Abu Dhabi,Eid al-Fitr
"Apr 10, 2024",United Arab Emirates,Dubai Stock Exchange,Eid al-Fitr
"Apr 10, 2024",United Arab Emirates,Abu Dhabi,Eid al-Fitr
"Apr 11, 2024",United Arab Emirates,Dubai Stock Exchange,Eid al-Fitr
"Apr 11, 2024",United Arab Emirates,Abu Dhabi,Eid al-Fitr
"Apr 12, 2024",United Arab Emirates,Dubai Stock Exchange,Eid al-Fitr
"Apr 12, 2024",United Arab Emirates,Abu Dhabi,Eid al-Fitr
"Jun 17, 2024",United Arab Emirates,Dubai Stock Exchange,Eid al-Adha
"Jun 17, 2024",United Arab Emirates,Abu Dhabi,Eid al-Adha
"Jun 18, 2024",United Arab Emirates,Dubai Stock Exchange,Eid al-Adha
"Jun 18, 2024",United Arab Emirates,Abu Dhabi,Eid al-Adha
"Jul 07, 2024",United Arab Emirates,Dubai Stock Exchange,Islamic New Year (Hijri)
"Jul 07, 2024",United Arab Emirates,Abu Dhabi,Islamic New Year (Hijri)
"Sep 15, 2024",United Arab Emirates,Dubai Stock Exchange,Mawlid-al-Nabi
"Sep 15, 2024",United Arab Emirates,Abu Dhabi,Mawlid-al-Nabi
"Dec 02, 2024",United Arab Emirates,Dubai Stock Exchange,National Day
"Dec 02, 2024",United Arab Emirates,Abu Dhabi,National Day
"Dec 03, 2024",United Arab Emirates,Dubai Stock Exchange,National Day
"Dec 03, 2024",United Arab Emirates,Abu Dhabi,National Day
"Jan 01, 2025",United Arab Emirates,Dubai Stock Exchange,New Year's Day
"Jan 01, 2025",United Arab Emirates,Abu Dhabi,New Year's Day
"Mar 31, 2025",United Arab Emirates,Dubai Stock Exchange,Eid al-Fitr
"Mar 31, 2025",United Arab Emirates,Abu Dhabi,Eid al-Fitr
"Apr 01, 2025",United Arab Emirates,Dubai Stock Exchange,Eid al-Fitr
"Apr 01, 2025",United Arab Emirates,Abu Dhabi,Eid al-Fitr
"Jun 05, 2025",United Arab Emirates,Dubai Stock Exchange,Day of Arafat
"Jun 05, 2025",United Arab Emirates,Abu Dhabi,Day of Arafat
"Jun 06, 2025",United Arab Emirates,Dubai Stock Exchange,Eid al-Adha
"Jun 06, 2025",United Arab Emirates,Abu Dhabi,Eid al-Adha
"Jun 07, 2025",United Arab Emirates,Dubai Stock Exchange,Eid al-Adha
"Jun 07, 2025",United Arab Emirates,Abu Dhabi,Eid al-Adha
"Jun 08, 2025",United Arab Emirates,Dubai Stock Exchange,Eid al-Adha
"Jun 08, 2025",United Arab Emirates,Abu Dhabi,Eid al-Adha
"Jun 26, 2025",United Arab Emirates,Abu Dhabi,New Year's Day
"Jun 26, 2025",United Arab Emirates,Dubai Stock Exchange,Islamic New Year (Hijri)
"Sep 04, 2025",United Arab Emirates,Dubai Stock Exchange,Mawlid-al-Nabi
"Sep 04, 2025",United Arab Emirates,Abu Dhabi,Mawlid-al-Nabi
"Dec 01, 2025",United Arab Emirates,Dubai Stock Exchange,National Day
"Dec 01, 2025",United Arab Emirates,Abu Dhabi,National Day
"Dec 02, 2025",United Arab Emirates,Dubai Stock Exchange,National Day
"Dec 02, 2025",United Arab Emirates,Abu Dhabi,National Day
"Jan 01, 2024",United Kingdom,London Stock Exchange,New Year's Day
"Jan 01, 2024",United Kingdom,Aquis Exchange,New Year's Day
"Mar 29, 2024",United Kingdom,London Stock Exchange,Good Friday
"Mar 29, 2024",United Kingdom,Aquis Exchange,Good Friday
"Apr 01, 2024",United Kingdom,London Stock Exchange,Easter
"Apr 01, 2024",United Kingdom,Aquis Exchange,Easter
"May 01, 2024",United Kingdom,Aquis Exchange,Labor Day
"May 06, 2024",United Kingdom,London Stock Exchange,Bank Holiday
"May 06, 2024",United Kingdom,Aquis Exchange,Bank Holiday
"May 27, 2024",United Kingdom,London Stock Exchange,Bank Holiday
"May 27, 2024",United Kingdom,Aquis Exchange,Bank Holiday
"Aug 26, 2024",United Kingdom,London Stock Exchange,Bank Holiday
"Aug 26, 2024",United Kingdom,Aquis Exchange,Bank Holiday
"Dec 24, 2024",United Kingdom,London Stock Exchange,Christmas - Early close at 12:30
"Dec 24, 2024",United Kingdom,Aquis Exchange,Christmas - Early close at 12:30
"Dec 25, 2024",United Kingdom,London Stock Exchange,Christmas
"Dec 25, 2024",United Kingdom,Aquis Exchange,Christmas
"Dec 26, 2024",United Kingdom,London Stock Exchange,Boxing Day
"Dec 26, 2024",United Kingdom,Aquis Exchange,Boxing Day
"Dec 31, 2024",United Kingdom,London Stock Exchange,New Year's Day - Early close at 12:30
"Dec 31, 2024",United Kingdom,Aquis Exchange,New Year's Day - Early close at 12:30
"Jan 01, 2025",United Kingdom,London Stock Exchange,New Year's Day
"Jan 01, 2025",United Kingdom,Aquis Exchange,New Year's Day
"Apr 18, 2025",United Kingdom,London Stock Exchange,Good Friday
"Apr 18, 2025",United Kingdom,Aquis Exchange,Good Friday
"Apr 21, 2025",United Kingdom,London Stock Exchange,Easter
"Apr 21, 2025",United Kingdom,Aquis Exchange,Easter
"May 05, 2025",United Kingdom,London Stock Exchange,Bank Holiday
"May 05, 2025",United Kingdom,Aquis Exchange,Bank Holiday
"May 26, 2025",United Kingdom,London Stock Exchange,Bank Holiday
"May 26, 2025",United Kingdom,Aquis Exchange,Bank Holiday
"Aug 04, 2025",United Kingdom,Aquis Exchange,Bank Holiday
"Aug 25, 2025",United Kingdom,London Stock Exchange,Bank Holiday
"Dec 24, 2025",United Kingdom,London Stock Exchange,Christmas - Early close at 12:30
"Dec 25, 2025",United Kingdom,London Stock Exchange,Christmas
"Dec 25, 2025",United Kingdom,Aquis Exchange,Christmas
"Dec 26, 2025",United Kingdom,London Stock Exchange,Boxing Day
"Dec 26, 2025",United Kingdom,Aquis Exchange,Boxing Day
"Dec 31, 2025",United Kingdom,London Stock Exchange,New Year's Day - Early close at 12:30
"Jan 01, 2024",United States,New York Stock Exchange,New Year's Day
"Jan 15, 2024",United States,New York Stock Exchange,"Martin Luther King, Jr. Day"
"Feb 19, 2024",United States,New York Stock Exchange,Washington's Birthday
"Mar 29, 2024",United States,New York Stock Exchange,Good Friday
"May 27, 2024",United States,New York Stock Exchange,Memorial Day
"Jun 19, 2024",United States,New York Stock Exchange,Juneteenth
"Jul 03, 2024",United States,New York Stock Exchange,Independence Day - Early close at 13:00
"Jul 04, 2024",United States,New York Stock Exchange,Independence Day
"Sep 02, 2024",United States,New York Stock Exchange,Labor Day
"Nov 28, 2024",United States,New York Stock Exchange,Thanksgiving Day
"Nov 29, 2024",United States,New York Stock Exchange,Thanksgiving Day - Early close at 13:00
"Dec 24, 2024",United States,New York Stock Exchange,Christmas - Early close at 13:00
"Dec 25, 2024",United States,New York Stock Exchange,Christmas
"Jan 01, 2025",United States,New York Stock Exchange,New Year's Day
"Jan 09, 2025",United States,New York Stock Exchange,National Day
"Jan 20, 2025",United States,New York Stock Exchange,"Martin Luther King, Jr. Day"
"Feb 17, 2025",United States,New York Stock Exchange,Washington's Birthday
"Apr 18, 2025",United States,New York Stock Exchange,Good Friday
"May 26, 2025",United States,New York Stock Exchange,Memorial Day
"Jun 19, 2025",United States,New York Stock Exchange,Juneteenth
"Jul 03, 2025",United States,New York Stock Exchange,Independence Day - Early close at 13:00
"Jul 04, 2025",United States,New York Stock Exchange,Independence Day
"Sep 01, 2025",United States,New York Stock Exchange,Labor Day
"Nov 27, 2025",United States,New York Stock Exchange,Thanksgiving Day
"Nov 28, 2025",United States,New York Stock Exchange,Thanksgiving Day - Early close at 13:00
"Dec 24, 2025",United States,New York Stock Exchange,Christmas - Early close at 13:00
"Dec 25, 2025",United States,New York Stock Exchange,Christmas
"Jan 01, 2024",Venezuela,Caracas Stock Exchange,New Year's Day
"Feb 12, 2024",Venezuela,Caracas Stock Exchange,Carnival
"Feb 13, 2024",Venezuela,Caracas Stock Exchange,Carnival
"Mar 19, 2024",Venezuela,Caracas Stock Exchange,St. Joseph
"Mar 28, 2024",Venezuela,Caracas Stock Exchange,Maundy Thursday
"Mar 29, 2024",Venezuela,Caracas Stock Exchange,Good Friday
"Apr 19, 2024",Venezuela,Caracas Stock Exchange,Independence Day
"May 01, 2024",Venezuela,Caracas Stock Exchange,Labor Day
"May 13, 2024",Venezuela,Caracas Stock Exchange,Ascension Day
"Jun 03, 2024",Venezuela,Caracas Stock Exchange,Corpus Christi Day
"Jun 17, 2024",Venezuela,Caracas Stock Exchange,San Antonio Day
"Jun 24, 2024",Venezuela,Caracas Stock Exchange,Battle of Carabobo
"Jul 05, 2024",Venezuela,Caracas Stock Exchange,Independence Day
"Jul 24, 2024",Venezuela,Caracas Stock Exchange,Simón Bolívar's Birthday
"Aug 19, 2024",Venezuela,Caracas Stock Exchange,Assumption Day
"Sep 16, 2024",Venezuela,Caracas Stock Exchange,Lady of Coromoto
"Nov 04, 2024",Venezuela,Caracas Stock Exchange,All Saint's Day
"Nov 18, 2024",Venezuela,Caracas Stock Exchange,National Day
"Dec 24, 2024",Venezuela,Caracas Stock Exchange,Christmas
"Dec 25, 2024",Venezuela,Caracas Stock Exchange,Christmas
"Dec 31, 2024",Venezuela,Caracas Stock Exchange,New Year's Day
"Jan 01, 2025",Venezuela,Caracas Stock Exchange,New Year's Day
"Mar 03, 2025",Venezuela,Caracas Stock Exchange,Carnival
"Mar 04, 2025",Venezuela,Caracas Stock Exchange,Carnival
"Apr 17, 2025",Venezuela,Caracas Stock Exchange,Maundy Thursday
"Apr 18, 2025",Venezuela,Caracas Stock Exchange,Good Friday
"May 01, 2025",Venezuela,Caracas Stock Exchange,Labor Day
"Jun 13, 2025",Venezuela,Caracas Stock Exchange,San Antonio Day
"Jun 24, 2025",Venezuela,Caracas Stock Exchange,Battle of Carabobo
"Jul 24, 2025",Venezuela,Caracas Stock Exchange,Simón Bolívar's Birthday
"Dec 24, 2025",Venezuela,Caracas Stock Exchange,Christmas
"Dec 25, 2025",Venezuela,Caracas Stock Exchange,Christmas
"Dec 31, 2025",Venezuela,Caracas Stock Exchange,New Year's Day
"Jan 01, 2024",Vietnam,Hanoi Stock Exchange,New Year's Day
"Feb 08, 2024",Vietnam,Hanoi Stock Exchange,Chinese New Year
"Feb 08, 2024",Vietnam,Ho Chi Minh City Stock Exchange,Chinese New Year
"Feb 09, 2024",Vietnam,Hanoi Stock Exchange,Chinese New Year
"Feb 09, 2024",Vietnam,Ho Chi Minh City Stock Exchange,Chinese New Year
"Feb 12, 2024",Vietnam,Hanoi Stock Exchange,Chinese New Year
"Feb 12, 2024",Vietnam,Ho Chi Minh City Stock Exchange,Chinese New Year
"Feb 13, 2024",Vietnam,Hanoi Stock Exchange,Chinese New Year
"Feb 13, 2024",Vietnam,Ho Chi Minh City Stock Exchange,Chinese New Year
"Feb 14, 2024",Vietnam,Hanoi Stock Exchange,Chinese New Year
"Feb 14, 2024",Vietnam,Ho Chi Minh City Stock Exchange,Chinese New Year
"Apr 18, 2024",Vietnam,Hanoi Stock Exchange,Hung Vuong King's Day
"Apr 18, 2024",Vietnam,Ho Chi Minh City Stock Exchange,Hung Vuong King's Day
"Apr 30, 2024",Vietnam,Hanoi Stock Exchange,Liberation Day
"Apr 30, 2024",Vietnam,Ho Chi Minh City Stock Exchange,Liberation Day
"May 01, 2024",Vietnam,Hanoi Stock Exchange,Labor Day
"May 01, 2024",Vietnam,Ho Chi Minh City Stock Exchange,Labor Day
"Sep 02, 2024",Vietnam,Hanoi Stock Exchange,National Day
"Sep 02, 2024",Vietnam,Ho Chi Minh City Stock Exchange,National Day
"Sep 03, 2024",Vietnam,Hanoi Stock Exchange,National Day
"Sep 03, 2024",Vietnam,Ho Chi Minh City Stock Exchange,National Day
"Jan 01, 2025",Vietnam,Hanoi Stock Exchange,New Year's Day
"Jan 01, 2025",Vietnam,Ho Chi Minh City Stock Exchange,New Year's Day
"Jan 27, 2025",Vietnam,Hanoi Stock Exchange,Lunar New Year
"Jan 27, 2025",Vietnam,Ho Chi Minh City Stock Exchange,Lunar New Year
"Jan 28, 2025",Vietnam,Hanoi Stock Exchange,Lunar New Year
"Jan 28, 2025",Vietnam,Ho Chi Minh City Stock Exchange,Lunar New Year
"Jan 29, 2025",Vietnam,Hanoi Stock Exchange,Lunar New Year
"Jan 29, 2025",Vietnam,Ho Chi Minh City Stock Exchange,Lunar New Year
"Jan 30, 2025",Vietnam,Hanoi Stock Exchange,Lunar New Year
"Jan 30, 2025",Vietnam,Ho Chi Minh City Stock Exchange,Lunar New Year
"Jan 31, 2025",Vietnam,Hanoi Stock Exchange,Lunar New Year
"Jan 31, 2025",Vietnam,Ho Chi Minh City Stock Exchange,Lunar New Year
"Apr 07, 2025",Vietnam,Hanoi Stock Exchange,Hung King Ann
"Apr 07, 2025",Vietnam,Ho Chi Minh City Stock Exchange,Hung King Ann
"Apr 30, 2025",Vietnam,Hanoi Stock Exchange,Unification Day
"Apr 30, 2025",Vietnam,Ho Chi Minh City Stock Exchange,Unification Day
"May 01, 2025",Vietnam,Hanoi Stock Exchange,Labor Day
"May 01, 2025",Vietnam,Ho Chi Minh City Stock Exchange,Labor Day
"Sep 02, 2025",Vietnam,Hanoi Stock Exchange,Independence Day
"Sep 02, 2025",Vietnam,Ho Chi Minh City Stock Exchange,Independence Day
"Sep 03, 2025",Vietnam,Hanoi Stock Exchange,Independence Day
"Sep 03, 2025",Vietnam,Ho Chi Minh City Stock Exchange,Independence Day
"Jan 01, 2024",Zimbabwe,Zimbabwe Stock Exchange,New Year's Day
"Feb 21, 2024",Zimbabwe,Zimbabwe Stock Exchange,Youth Day
"Mar 29, 2024",Zimbabwe,Zimbabwe Stock Exchange,Good Friday
"Apr 01, 2024",Zimbabwe,Zimbabwe Stock Exchange,Easter
"Apr 18, 2024",Zimbabwe,Zimbabwe Stock Exchange,Independence Day
"May 01, 2024",Zimbabwe,Zimbabwe Stock Exchange,Labor Day
"Aug 12, 2024",Zimbabwe,Zimbabwe Stock Exchange,National Heroes Day
"Aug 13, 2024",Zimbabwe,Zimbabwe Stock Exchange,Armed Forces Day
"Dec 23, 2024",Zimbabwe,Zimbabwe Stock Exchange,Unity Day
"Dec 25, 2024",Zimbabwe,Zimbabwe Stock Exchange,Christmas
"Dec 26, 2024",Zimbabwe,Zimbabwe Stock Exchange,Boxing Day
"Jan 01, 2025",Zimbabwe,Zimbabwe Stock Exchange,New Year's Day
"Feb 21, 2025",Zimbabwe,Zimbabwe Stock Exchange,Youth Day
"Apr 18, 2025",Zimbabwe,Zimbabwe Stock Exchange,Good Friday
"Apr 21, 2025",Zimbabwe,Zimbabwe Stock Exchange,Easter
"May 01, 2025",Zimbabwe,Zimbabwe Stock Exchange,Labor Day
"May 26, 2025",Zimbabwe,Zimbabwe Stock Exchange,Africa Day
"Aug 11, 2025",Zimbabwe,Zimbabwe Stock Exchange,National Heroes Day
"Aug 12, 2025",Zimbabwe,Zimbabwe Stock Exchange,Armed Forces Day
"Dec 22, 2025",Zimbabwe,Zimbabwe Stock Exchange,Unity Day
"Dec 25, 2025",Zimbabwe,Zimbabwe Stock Exchange,Christmas
"Dec 26, 2025",Zimbabwe,Zimbabwe Stock Exchange,Boxing Day
